Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
FRK Investments,Family Office,$500M-$1B,$1M-$10M,"Dublin, Ireland",Wealth Management & Investment,Technology; Fintech; Healthcare; Real Estate; Private Equity,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.frkinvestments.com,https://www.linkedin.com/company/frk-investments,https://twitter.com/FRKInvestments,,,,"FRK Investments is a single-family office based in Ireland, managing the wealth of the Kenny family, founders of the FR Kelly Group, a leading intellectual property firm. The office focuses on diversified investments across real estate, private equity, and venture capital, with a strong emphasis on technology and innovation-driven sectors.",,,enriched,25a4222c-0818-4910-b292-622c71959495
Grand China Capital,Family Office,$1B+,$10M-$50M,"Hong Kong, Hong Kong",Family Office,Technology; Real Estate; Financial Services; Aviation; Logistics,Growth; Series C; Series D,20,2015,11-50,http://www.grandchncap.com,https://www.linkedin.com/company/grand-china-capital,,,,,"Grand China Capital is a Hong Kong-based single-family office managing the wealth of the Chen family, founders of the HNA Group. The firm focuses on cross-border investments in technology, real estate, and financial services, with a strong emphasis on Greater China and global opportunities.",,folk,enriched,0745d023-fc19-4279-9453-c1044c7eef09
HAL Investments,Private Equity,$3B+,$50M-$500M,"Amsterdam, Netherlands",Consumer & Retail,Retail; E-Commerce; Consumer Goods; Technology; Fashion,Growth; Later Stage; Buyout,20,1990,51-200,https://halinvestments.nl,https://www.linkedin.com/company/hal-investments/,https://twitter.com/HALinvestments,,,,"HAL Investments is a Netherlands-based family office and private equity firm founded by the Brenninkmeijer family, owners of the C&A retail empire. The firm focuses on long-term investments in consumer-facing businesses, including retail, e-commerce, and technology sectors, with a global investment scope and a preference for majority or significant minority stakes.",,folk,enriched,3aa465cf-afa5-4bf0-a4fa-a2ff764d683a
Hellen's Rock Capital,Family Office,$500M - $1B,$1M - $20M,"Bucharest, Romania",Wealth Management & Private Investments,Real Estate; Technology; Private Equity; Healthcare; Fintech,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.hellensrockcapital.com,https://www.linkedin.com/company/hellens-rock-capital,https://twitter.com/HellensRockCap,,,,"Hellen's Rock Capital is a single-family office based in Romania, managing the wealth and investments of the Rock family. The firm focuses on diversified investments across real estate, technology, and private equity, with a strong emphasis on long-term value creation and generational wealth preservation.",,,enriched,8d5c6a26-ead1-4e23-9d2e-6ae7d2b68cd8
ICS FO,Family Office,$500M-$1B,$2M-$20M,"Dubai, United Arab Emirates",Family Office,Technology; Healthcare; Fintech; Real Estate; Infrastructure,Series A; Series B; Series C; Growth,20,2010,11-50,https://www.ics-im.com/,https://www.linkedin.com/company/ics-family-office/,,,,,"ICS Family Office (ICS FO) is a single-family office based in Dubai, United Arab Emirates, focused on growth-stage investments across global markets. The firm targets opportunities in technology, healthcare, and financial services, with a particular emphasis on emerging markets in Asia and the Middle East.",,folk,enriched,3273a23a-c85f-4042-a89f-a131b9ba0aa0
Innovations Investment Management,Family Office,$500M-$1B,$500K-$5M,"Bengaluru, India",Technology,Technology; Software; Enterprise Solutions; Fintech; EdTech; SaaS,Pre-seed; Seed; Series A,20,2011,11-50,https://www.innovationsinvestment.in,https://www.linkedin.com/company/innovations-investment-management/,https://twitter.com/InnovationsIM,,,,"Innovations Investment Management is the single-family office of S. D. Shibulal, co-founder of Infosys, focusing on early-stage technology startups in India and globally. The firm leverages Shibulal's deep industry expertise and network to identify and nurture high-potential ventures, particularly in software, enterprise solutions, and emerging tech sectors.",,folk,enriched,11ba5251-466c-4080-9a1f-f4430fb32fb2
KAIZEN FZCO,Family Office,$500M-$1B,$1M-$10M,"Dubai, United Arab Emirates",Family Office,Technology; Real Estate; Infrastructure; Fintech; Healthcare,Seed; Series A; Series B; Growth,20,2015,11-50,https://www.kaizenfzco.com,https://www.linkedin.com/company/kaizen-fzco/,,,,,"KAIZEN FZCO is a Dubai-based single-family office with a strategic focus on investments across the MENA and CIS regions. The firm targets opportunities in technology, real estate, and infrastructure, leveraging its deep regional expertise and long-term investment horizon to support scalable businesses and high-growth ventures.",,folk,enriched,d5ef5ab5-c073-47f8-b5a9-843733ec3220
Kim Risto,Family Office,$200M,$500K-$3M,"Helsinki, Finland",Wealth Management,Fintech; SaaS; Digital Health; Technology,Seed; Series A; Series B,20,2010,1-10,https://www.firstfellow.com,https://www.linkedin.com/company/first-fellow-partners/,,,,"Pohjoisesplanadi 35, 00100 Helsinki, Finland","Kim Risto is a single-family office based in Helsinki, Finland, managing the wealth of the Risto family. The office focuses on direct investments in early-stage technology startups, particularly in the Nordic region, with a strong emphasis on fintech, SaaS, and digital health sectors.",,folk,enriched,6a6f8d09-816d-4ff6-ba9e-fc542b1222ad
Kjup Capital,Family Office,$1B+,$5M-$50M,"Hamburg, Germany","Private Equity, Real Estate, Venture Capital",Real Estate; Industrials; Technology; Financial Services; Healthcare,Growth; Series B; Series C; Series D,20,2005,11-50,https://www.kjup-capital.com,https://www.linkedin.com/company/kjup-capital,,,,,"Kjup Capital is a single-family office based in Hamburg, Germany, managing the wealth of the Kjup family. The firm focuses on diversified direct investments, including mid-cap companies, real estate, and global private equity funds, with a strong presence in DACH capital networks.",,folk,enriched,79b22adc-36f3-41b2-a7e6-dbb2c0d61669
Kliff Capital,Family Office,$500M-$1B,$1M-$10M,"Bangkok, Thailand",Wealth Management & Private Investments,Technology; Real Estate; Fintech; Sustainability; Healthcare,Series A; Series B; Growth,20,2010,11-50,https://kliffcapital.com,https://www.linkedin.com/company/kliff-capital,,,,,"Kliff Capital is a multi-family office based in Bangkok, Thailand, focused on managing the wealth and investments of high-net-worth families across Asia. The firm specializes in direct investments, private equity, and venture capital opportunities, with a strong emphasis on technology, real estate, and sustainable growth sectors.",,folk,enriched,35b8f179-cfd7-480c-a201-08002fab9981
Kodori AG,Private Investment Company,$500M-$1B,$250K-$2M,"Zug, Switzerland","Mental Health, Health Tech, Cybersecurity, Real Estate, Consumer Products",Healthcare; Technology; Real Estate; Consumer Goods; Cybersecurity,Seed; Series A,20,2010,11-50,http://www.kodori.ch/,https://www.linkedin.com/company/kodori-ventures/,https://twitter.com/KodoriVentures,,,,"Kodori AG is a Zug-based single-family office and private investment company backed by a prominent Swiss family. Founded in 2010, it focuses on early-stage venture investments in mental health, health tech, cybersecurity, real estate, and consumer products through its venture arm, Kodori Ventures. The firm combines direct investments with a long-term, innovation-driven approach in high-growth sectors.",,folk,enriched,c1ee2010-c51b-4bf5-a878-19a11eecf99f
KPB Family Trust,Family Office,$500M-$1B,$1M-$10M,"Bangalore, India",Wealth Management,Technology; Real Estate; Private Equity; Healthcare; Fintech,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.kpbfamilytrust.com/,https://www.linkedin.com/company/kpb-family-trust,,,,,"KPB Family Trust is the single-family office of KP Balaraj, a prominent Indian entrepreneur and investor. The trust focuses on managing the family's wealth through diversified investments across technology, real estate, and private equity, with a strong emphasis on opportunities in India and Southeast Asia.",,folk,enriched,0e3ee0f5-6846-4bf6-b756-9f603b82fcf6
Le Mercier’s Capital,Family Office,$750M,$5M-$50M,"Singapore, Singapore",Wealth Management & Investment,Technology; Real Estate; Financial Services; Consumer Goods; Logistics,Series B; Series C; Series D; Growth,20,2010,11-50,https://www.lemerciers.com/,https://www.linkedin.com/company/le-mercier-s-capital/,https://twitter.com/LeMerciersCap,,,,"Le Mercier’s Capital is a single-family office based in Singapore, managing the wealth of the Le Mercier family. The firm focuses on strategic and opportunistic growth capital investments across technology, real estate, financial services, and consumer goods, with a strong emphasis on Asia-Pacific markets.",,folk,enriched,56dad8d4-4c84-406e-bf66-0c1d928e60c4
Legziel Family,Family Office,$200M-$500M,$500K-$5M,"Herzliya, Israel",https://www.linkedin.com/in/simonlegziel/,Fintech; Cybersecurity; Digital Health; Enterprise Software; AI,Seed; Series A; Series B; Growth,20,2010,1-10,https://www.legziel.com,https://www.linkedin.com/company/legziel-family-office,,,,,simonlegziel@gmail.com,,folk,enriched,8232a5b1-a846-45d9-9609-000e5c549ed2
LK Advisers (Mittal family),Family Office,$10B+,$50M-$500M,"London, UK",Multi-Asset Investment Management,Industrials; Technology; Real Estate; Sustainable Agriculture; Energy; Financial Services,Growth; Series D; Bridge,20,2003,11-50,https://www.lkadvisers.com,https://www.linkedin.com/company/lk-advisers,,,,,"LK Advisers is the single-family office of Lakshmi Mittal, the Indian-born British billionaire and chairman of ArcelorMittal, the world's largest steelmaking company. The firm manages the Mittal family's wealth, focusing on large-ticket, multi-asset investments across global markets with a highly selective approach, including ventures in technology, real estate, and sustainable industries like biofertilizers.",,folk,enriched,7fae8744-23da-4572-ad5f-bd770cf797e7
Lonsdale Capital,Family Office,$300M,$1M-$5M,"Singapore, Singapore",Wealth & Asset Management,Social Enterprise; Impact Investing; Sustainability; Education; Healthcare; Fintech; Agtech; Cleantech,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.lonsdale.com.sg/,https://www.linkedin.com/company/lonsdale-capital/,https://twitter.com/LonsdaleCapital,,,"10 Anson Road, #28-08 International Plaza, Singapore 079903","Lonsdale Capital is a Singapore-based single-family office focused on impact-driven investments across Asia. The firm targets early-stage to growth-stage companies in sectors such as social enterprise, sustainability, education, healthcare, and fintech, with a strong emphasis on generating measurable social and environmental impact alongside financial returns.",,folk,enriched,9904e8c0-e52d-40e1-a350-d033565cacda
Lunar Capital Investments,Family Office,$200M-$500M,$1M-$10M,"Jakarta, Indonesia",https://lunarcapitalinvest.com,Fintech; Technology; Real Estate; Healthcare; Consumer Goods,Seed; Series A; Series B; Growth,20,2015,11-50,https://lunarcapitalinvest.com,https://www.linkedin.com/company/lunar-capital-investments,,,,,contact@lunarcapitalinvest.com,,folk,enriched,f1c5418c-cc77-4013-ae78-625202ff5b9e
Maiden Capital,Family Office,$500M-$1B,$1M-$10M,"Singapore, Singapore",https://www.maidencap.com,Technology; Real Estate; Private Equity; Fintech; Healthcare,Seed; Series A; Series B; Growth,20,2010,11-50,https://www.maidencap.com,https://www.linkedin.com/company/maiden-capital,,,,,hello@maidencap.com,,folk,enriched,a82b6cef-d364-433b-8c36-d0f930308f13
Mankekar Family Office,Family Office,$500M-$1B,$1M-$10M,"Mumbai, India",Wealth Management,Technology; Healthcare; Fintech; Real Estate; Financial Services,Seed; Series A; Series B; Growth,20,2005,11-50,https://www.mankekarfamilyoffice.com,https://www.linkedin.com/company/mankekar-family-office,,,,,"Mankekar Family Office is a single-family office based in Mumbai, India, managing the wealth and investments of the Mankekar family. The office focuses on a diversified portfolio across technology, real estate, healthcare, and financial services, with a strong emphasis on early-stage to growth-stage investments in India and other Asian markets.",,folk,enriched,2da39211-56eb-4718-8b9e-bc12f0750b8c
Maubisa (Brazil),Family Office,$1B+,$10M-$50M,"São Paulo, Brazil",Family Office / Wealth Management,Agribusiness; Real Estate; Private Equity; Food & Beverage; Logistics,Growth; Series C; Series D; Bridge,20,1990,11-50,https://www.maubisa.com.br,https://www.linkedin.com/company/maubisa,,,,,"Maubisa is a single-family office representing the wealth of a prominent Brazilian agribusiness dynasty. The firm focuses on preserving and growing generational wealth through investments in agribusiness, private equity, real estate, and other alternative assets, primarily in Brazil and Latin America.",,folk,enriched,84c2f7e3-260a-4126-882f-93644cb8055a
